SamplingTime, AccelerationX, AccelerationY, AccelerationZ, GyroX, GyroY, GyroZ, MagneticFieldX, MagneticFieldY, MagneticFieldZ
1733469060.178147, 7.564331, -6.778135, -0.464176, -0.228831, 0.303225, -0.200638, , , 
1733469060.188145, 7.502381, -6.923433, -0.359878, -0.078565, 0.182628, -0.198278, -24.889618, -84.916382, -609.801453
1733469060.197900, 7.140108, -7.048380, -0.372897, 0.039030, 0.158281, -0.237408, -24.938690, -84.683838, -609.568787
1733469060.208170, 6.682366, -7.279121, -0.563386, 0.130107, 0.259935, -0.277150, -24.486679, -84.562744, -610.011719
1733469060.218147, 6.605303, -7.449259, -0.661099, 0.301511, 0.243601, -0.331502, -24.631210, -84.533035, -610.073303
1733469060.228148, 6.396110, -7.804798, -0.252738, 0.415152, 0.220729, -0.397406, -24.274719, -84.528687, -609.673096
1733469060.238120, 6.162675, -7.708731, 0.069432, 0.458520, 0.225246, -0.472175, -24.221176, -84.315811, -609.222046
1733469060.248111, 5.876418, -7.354688, 0.584036, 0.454362, 0.183068, -0.582385, -24.061508, -84.308563, -609.199707
1733469060.258108, 5.454889, -7.550564, 1.032948, 0.427679, 0.150537, -0.736360, -23.793839, -84.030563, -608.426392
1733469060.268109, 5.141099, -7.557746, 1.135899, 0.363798, 0.155192, -0.901470, -23.653717, -83.883469, -608.442200
1733469060.278089, 5.169081, -7.299771, 1.102530, 0.311996, 0.144682, -1.036393, -23.200821, -83.836670, -608.007629
1733469060.288067, 5.517587, -6.997204, 0.880318, 0.331666, 0.133280, -1.119016, -22.651932, -83.483261, -607.653198
1733469060.298071, 5.940763, -6.721721, 0.402525, 0.401323, 0.139866, -1.164704, -22.222610, -83.401215, -608.333252
1733469060.308069, 6.226121, -6.455666, 0.007931, 0.498461, 0.154412, -1.192948, -21.568298, -82.988129, -607.486450
1733469060.318109, 6.463147, -6.156390, -0.164003, 0.600763, 0.144215, -1.209447, -21.201706, -82.557465, -607.620239
1733469060.328030, 6.570737, -6.011990, -0.224756, 0.702820, 0.181388, -1.240182, -20.682190, -82.433060, -606.634583
1733469060.338022, 6.437410, -5.883152, -0.239869, 0.770252, 0.207765, -1.313700, -20.227325, -81.976151, -606.444702
1733469060.348016, 6.144719, -5.654356, 0.122404, 0.820604, 0.182321, -1.416147, -19.672577, -81.633469, -606.497131
1733469060.358011, 6.011840, -5.394286, 0.460285, 0.879230, 0.110392, -1.526452, -19.038513, -81.282303, -605.575867
1733469060.368030, 6.094740, -5.037700, 0.681300, 0.949517, -0.027424, -1.624082, -18.433517, -80.862289, -606.428589
1733469060.377994, 6.164321, -4.619762, 0.866701, 1.018893, -0.171328, -1.729143, -17.933304, -80.565460, -605.014709
1733469060.387980, 6.251560, -4.427328, 0.823007, 1.065964, -0.235599, -1.846775, -17.157394, -79.738831, -605.156128
1733469060.397784, 6.451326, -4.061464, 0.546776, 1.117416, -0.205540, -1.940105, -16.211868, -79.052811, -604.315308
1733469060.407972, 6.979846, -3.434782, 0.376339, 1.156212, -0.119997, -1.963095, -15.495331, -78.494370, -604.228210
1733469060.417961, 7.581838, -2.754679, 0.450559, 1.168216, -0.021080, -1.957077, -14.905807, -77.887009, -603.785400
1733469060.427946, 7.963115, -2.168249, 0.838569, 1.122766, 0.048911, -1.959492, -14.150803, -77.182343, -602.815796
1733469060.437950, 8.430283, -1.715445, 1.398064, 1.033549, 0.051434, -1.942221, -13.645706, -76.513855, -602.200317
1733469060.447947, 9.090933, -1.206378, 1.870919, 0.941779, -0.018904, -1.873976, -13.037689, -75.850082, -602.843872
1733469060.457927, 9.714174, -0.724695, 2.030283, 0.884432, -0.085336, -1.810353, -12.580261, -75.366898, -601.941406
1733469060.467926, 10.077793, -0.223259, 1.954267, 0.838174, -0.120173, -1.759319, -11.978256, -74.853973, -602.242371
