SamplingTime, AccelerationX, AccelerationY, AccelerationZ, GyroX, GyroY, GyroZ, MagneticFieldX, MagneticFieldY, MagneticFieldZ
1733469198.679269, 8.658331, -5.445612, 0.280571, -0.110274, 0.220626, 0.020913, -12.147415, -82.692871, -624.571960
1733469198.689264, 8.431780, -5.594052, 0.214730, 0.135240, 0.037846, 0.015583, -11.935974, -82.616913, -624.817932
1733469198.699271, 7.993940, -5.904849, 0.385317, 0.288579, -0.077709, -0.016143, -11.972198, -82.558319, -624.807129
1733469198.709312, 7.642741, -6.095189, 0.678756, 0.346488, -0.116550, -0.039730, -12.133804, -82.892227, -624.229492
1733469198.719286, 7.424868, -6.316353, 0.788889, 0.372844, -0.067200, -0.090327, -12.159927, -82.682816, -624.632019
1733469198.728372, 7.128436, -6.578668, 0.765546, 0.452581, -0.139278, -0.146476, -11.934998, -82.445633, -624.112732
1733469198.739287, 7.011420, -7.003938, 0.977283, 0.399265, -0.076053, -0.194159, -11.742126, -82.505890, -623.318298
1733469198.749303, 6.914604, -6.721123, 1.168520, 0.257947, 0.050491, -0.248829, -11.830139, -82.524719, -624.046387
1733469198.759278, 6.595876, -6.454917, 1.328034, 0.129208, 0.163026, -0.323475, -11.618774, -82.645477, -623.336304
1733469198.769294, 6.644807, -6.609792, 1.147720, 0.022617, 0.262944, -0.390717, -11.386566, -82.653381, -623.817505
1733469198.779275, 6.713940, -6.314108, 1.132607, -0.062512, 0.305939, -0.461315, -11.068268, -82.381119, -623.814636
1733469198.789280, 6.781875, -6.055684, 1.077241, -0.116117, 0.304136, -0.534561, -10.896713, -82.105988, -622.795776
1733469198.799294, 6.909067, -6.000767, 0.811185, -0.116747, 0.292525, -0.618507, -10.565079, -82.138535, -623.778198
1733469198.809268, 6.986729, -5.877167, 0.458340, -0.063447, 0.288926, -0.705700, -10.251999, -81.838806, -622.947327
1733469198.819279, 7.155072, -5.574001, 0.193631, 0.046577, 0.260480, -0.787672, -9.820496, -81.616165, -623.538330
1733469198.829271, 7.376236, -5.325602, 0.045789, 0.217971, 0.194799, -0.858967, -9.598526, -81.384369, -623.368774
1733469198.839272, 7.571962, -5.314828, -0.026635, 0.415675, 0.106165, -0.938940, -9.069031, -81.239243, -622.570557
1733469198.849275, 7.699603, -5.210082, 0.074669, 0.596736, 0.011577, -1.007910, -8.888550, -80.832993, -623.085999
1733469198.859326, 7.857022, -4.961085, 0.330849, 0.730223, -0.082766, -1.057321, -8.125229, -80.902588, -622.095825
1733469198.868316, 7.921964, -4.827309, 0.612317, 0.813868, -0.165341, -1.110039, -8.075851, -80.374496, -622.403137
1733469198.879273, 7.874978, -4.788403, 0.807295, 0.859308, -0.224624, -1.170194, -7.500702, -79.925613, -622.211487
1733469198.889270, 7.870938, -4.632182, 0.968305, 0.871742, -0.256911, -1.220984, -6.955780, -79.852280, -622.189209
1733469198.899229, 7.916727, -4.477905, 1.019930, 0.850243, -0.249916, -1.259956, -6.643539, -79.551590, -621.543335
