"배송년월일","송하인_시명","송하인_시코드","송하인_구명","송하인_구코드","수하인_시명","수하인_시코드","대분류_착지물동량 가구/인테리어","대분류_착지물동량 기타","대분류_착지물동량 도서/음반","대분류_착지물동량 디지털/가전","대분류_착지물동량 생활/건강","대분류_착지물동량 스포츠/레저","대분류_착지물동량 식품","대분류_착지물동량 출산/육아","대분류_착지물동량 패션의류","대분류_착지물동량 패션잡화","대분류_착지물동량 화장품/미용"
20231001,서울특별시,11,강서구,11500,대구광역시,27,24,43,11,38,54,32,0,25,53,60,3
20231001,서울특별시,11,금천구,11545,경기도,41,0,0,0,0,0,0,0,0,0,0,0
20231001,서울특별시,11,마포구,11440,경기도,41,0,0,0,0,0,0,0,0,0,0,0
20231001,서울특별시,11,송파구,11710,경기도,41,0,0,3,0,0,0,0,0,0,0,0
20231001,서울특별시,11,강서구,11500,강원특별자치도,51,16,32,9,38,41,23,0,16,35,33,3
20231001,서울특별시,11,강서구,11500,서울특별시,11,103,196,32,235,255,146,6,92,240,255,16
20231001,서울특별시,11,강서구,11500,인천광역시,28,30,61,13,73,89,52,0,49,83,87,4
20231001,서울특별시,11,강서구,11500,광주광역시,29,7,25,4,37,39,22,0,16,26,34,4
20231001,서울특별시,11,성동구,11200,강원특별자치도,51,0,0,0,0,0,0,0,0,0,0,0
20231001,서울특별시,11,성동구,11200,경상남도,48,0,0,0,0,0,0,0,0,0,0,0
20231001,서울특별시,11,성동구,11200,경상북도,47,0,0,0,0,0,0,0,0,0,0,0
20231001,서울특별시,11,성동구,11200,전라남도,46,0,0,0,0,0,0,0,0,0,0,0
20231001,서울특별시,11,성동구,11200,충청남도,44,0,0,0,0,0,0,0,0,0,0,0
20231001,서울특별시,11,성동구,11200,충청북도,43,0,0,0,0,0,0,0,0,0,0,0
20231001,서울특별시,11,성동구,11200,경기도,41,0,0,0,0,0,0,0,0,8,0,0
20231001,서울특별시,11,성동구,11200,울산광역시,31,0,0,0,0,0,0,0,0,0,0,0
20231001,서울특별시,11,광진구,11215,경기도,41,0,0,0,0,0,0,0,0,0,0,0
20231001,서울특별시,11,강서구,11500,대전광역시,30,12,29,6,39,50,35,0,12,42,36,3
20231002,서울특별시,11,종로구,11110,경상남도,48,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,노원구,11350,대구광역시,27,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,노원구,11350,인천광역시,28,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,노원구,11350,경기도,41,3,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,노원구,11350,충청남도,44,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,노원구,11350,강원특별자치도,51,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,중랑구,11260,제주특별자치도,50,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,중랑구,11260,경상남도,48,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,용산구,11170,경상북도,47,0,0,0,0,0,0,0,0,6,0,0
20231002,서울특별시,11,용산구,11170,경상남도,48,0,0,0,5,0,0,0,0,11,0,0
20231002,서울특별시,11,용산구,11170,강원특별자치도,51,0,0,0,6,0,0,0,0,0,0,0
20231002,서울특별시,11,은평구,11380,서울특별시,11,0,0,0,0,5,6,0,0,0,0,0
20231002,서울특별시,11,은평구,11380,부산광역시,26,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,중랑구,11260,전라북도,45,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,중랑구,11260,충청북도,43,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,중랑구,11260,경기도,41,0,7,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,송파구,11710,서울특별시,11,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,송파구,11710,대구광역시,27,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,송파구,11710,대전광역시,30,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,송파구,11710,세종특별자치시,36,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,송파구,11710,경기도,41,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,송파구,11710,충청북도,43,0,0,0,0,0,0,3,0,0,0,0
20231002,서울특별시,11,송파구,11710,충청남도,44,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,성북구,11290,서울특별시,11,0,5,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,성북구,11290,부산광역시,26,0,3,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,성북구,11290,대구광역시,27,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,성북구,11290,인천광역시,28,0,3,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,성북구,11290,광주광역시,29,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,성북구,11290,대전광역시,30,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,성북구,11290,세종특별자치시,36,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,금천구,11545,세종특별자치시,36,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,금천구,11545,울산광역시,31,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,금천구,11545,대전광역시,30,0,0,0,0,0,0,0,0,4,0,0
20231002,서울특별시,11,금천구,11545,광주광역시,29,0,0,0,0,0,0,0,0,4,0,0
20231002,서울특별시,11,금천구,11545,인천광역시,28,0,0,0,0,3,0,0,0,4,0,0
20231002,서울특별시,11,금천구,11545,대구광역시,27,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,금천구,11545,부산광역시,26,0,0,0,0,0,0,0,0,4,0,0
20231002,서울특별시,11,금천구,11545,서울특별시,11,0,0,0,0,8,0,0,0,10,4,0
20231002,서울특별시,11,은평구,11380,인천광역시,28,0,0,0,0,3,3,0,0,0,0,0
20231002,서울특별시,11,은평구,11380,광주광역시,29,0,0,0,0,0,3,0,0,0,0,0
20231002,서울특별시,11,은평구,11380,대전광역시,30,0,0,0,0,0,3,0,0,0,0,0
20231002,서울특별시,11,은평구,11380,세종특별자치시,36,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,은평구,11380,경기도,41,0,0,0,0,13,11,0,0,0,0,0
20231002,서울특별시,11,은평구,11380,충청남도,44,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,은평구,11380,전라북도,45,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,성북구,11290,경기도,41,0,3,0,3,0,0,0,0,0,0,0
20231002,서울특별시,11,영등포구,11560,서울특별시,11,4,117,0,7,43,0,43,5,5,4,5
20231002,서울특별시,11,영등포구,11560,부산광역시,26,0,7,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,영등포구,11560,대구광역시,27,0,5,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,영등포구,11560,인천광역시,28,0,33,0,0,0,0,3,0,0,0,0
20231002,서울특별시,11,영등포구,11560,광주광역시,29,0,12,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,영등포구,11560,대전광역시,30,0,5,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,영등포구,11560,울산광역시,31,0,9,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,영등포구,11560,세종특별자치시,36,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,영등포구,11560,경기도,41,0,90,0,7,49,3,83,11,6,6,5
20231002,서울특별시,11,영등포구,11560,충청북도,43,0,4,0,0,0,0,6,0,0,0,0
20231002,서울특별시,11,영등포구,11560,충청남도,44,0,11,0,0,6,0,5,0,0,0,0
20231002,서울특별시,11,영등포구,11560,전라북도,45,0,7,0,0,3,0,0,0,0,0,0
20231002,서울특별시,11,영등포구,11560,전라남도,46,0,7,0,0,0,0,3,0,0,0,0
20231002,서울특별시,11,영등포구,11560,경상북도,47,0,10,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,영등포구,11560,경상남도,48,0,14,0,0,0,0,4,0,0,0,0
20231002,서울특별시,11,영등포구,11560,제주특별자치도,50,0,15,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,영등포구,11560,강원특별자치도,51,0,15,0,0,6,0,11,0,0,0,0
20231002,서울특별시,11,은평구,11380,전라남도,46,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,성북구,11290,충청북도,43,0,3,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,성북구,11290,충청남도,44,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,광진구,11215,서울특별시,11,0,0,0,16,0,0,0,0,6,4,0
20231002,서울특별시,11,광진구,11215,부산광역시,26,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,광진구,11215,대구광역시,27,0,0,0,4,0,0,0,0,0,0,0
20231002,서울특별시,11,광진구,11215,인천광역시,28,0,0,0,4,0,0,0,0,0,0,0
20231002,서울특별시,11,광진구,11215,광주광역시,29,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,중구,11140,서울특별시,11,0,18,0,0,0,5,0,0,143,5,0
20231002,서울특별시,11,중구,11140,부산광역시,26,0,8,0,0,0,0,0,0,19,0,0
20231002,서울특별시,11,중구,11140,대구광역시,27,0,4,0,0,0,0,0,0,15,0,0
20231002,서울특별시,11,중구,11140,인천광역시,28,0,4,0,0,0,0,0,0,20,3,0
20231002,서울특별시,11,중구,11140,광주광역시,29,0,0,0,0,0,0,0,0,12,0,0
20231002,서울특별시,11,중구,11140,대전광역시,30,0,3,0,0,0,0,0,0,7,0,0
20231002,서울특별시,11,중구,11140,울산광역시,31,0,0,0,0,0,0,0,0,7,0,0
20231002,서울특별시,11,중구,11140,세종특별자치시,36,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,중구,11140,경기도,41,3,24,0,0,0,0,0,0,108,9,3
20231002,서울특별시,11,중구,11140,충청북도,43,0,0,0,0,0,0,0,0,7,0,0
20231002,서울특별시,11,중구,11140,충청남도,44,0,0,0,0,0,0,0,0,8,0,0
20231002,서울특별시,11,중구,11140,전라북도,45,0,0,0,0,0,0,0,0,10,0,0
20231002,서울특별시,11,중구,11140,전라남도,46,0,0,0,0,0,0,0,0,5,0,0
20231002,서울특별시,11,중구,11140,경상북도,47,0,4,0,0,0,0,0,0,13,0,0
20231002,서울특별시,11,중구,11140,경상남도,48,0,0,0,0,0,0,0,0,6,0,0
20231002,서울특별시,11,중구,11140,제주특별자치도,50,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,중구,11140,강원특별자치도,51,0,0,0,0,0,0,0,0,9,0,0
20231002,서울특별시,11,광진구,11215,대전광역시,30,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,광진구,11215,울산광역시,31,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,광진구,11215,세종특별자치시,36,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,광진구,11215,경기도,41,0,0,0,21,3,0,0,0,10,9,0
20231002,서울특별시,11,광진구,11215,충청북도,43,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,광진구,11215,충청남도,44,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,은평구,11380,경상북도,47,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,은평구,11380,경상남도,48,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,서초구,11650,전라북도,45,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,서초구,11650,부산광역시,26,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,성북구,11290,전라북도,45,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,서초구,11650,대구광역시,27,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,서초구,11650,전라남도,46,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,성북구,11290,전라남도,46,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,성북구,11290,경상북도,47,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,성북구,11290,경상남도,48,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,성북구,11290,강원특별자치도,51,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,서초구,11650,경상북도,47,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,서초구,11650,서울특별시,11,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,서초구,11650,인천광역시,28,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,서초구,11650,대전광역시,30,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,서초구,11650,경기도,41,0,8,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,은평구,11380,강원특별자치도,51,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,마포구,11440,울산광역시,31,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,마포구,11440,세종특별자치시,36,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,금천구,11545,강원특별자치도,51,0,0,0,0,0,0,0,0,8,0,0
20231002,서울특별시,11,금천구,11545,제주특별자치도,50,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,마포구,11440,대전광역시,30,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,마포구,11440,광주광역시,29,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,마포구,11440,인천광역시,28,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,마포구,11440,경기도,41,0,0,0,0,16,7,0,0,3,0,0
20231002,서울특별시,11,마포구,11440,충청북도,43,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,마포구,11440,충청남도,44,0,0,0,0,4,0,0,0,0,0,0
20231002,서울특별시,11,마포구,11440,전라북도,45,0,0,0,0,3,0,0,0,0,0,0
20231002,서울특별시,11,마포구,11440,전라남도,46,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,마포구,11440,경상북도,47,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,마포구,11440,경상남도,48,0,0,0,0,3,0,0,0,0,0,0
20231002,서울특별시,11,마포구,11440,제주특별자치도,50,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,마포구,11440,강원특별자치도,51,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,광진구,11215,전라북도,45,0,0,0,0,0,0,0,0,0,4,0
20231002,서울특별시,11,광진구,11215,전라남도,46,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,광진구,11215,경상북도,47,0,0,0,6,0,0,0,0,0,3,0
20231002,서울특별시,11,광진구,11215,경상남도,48,0,0,0,6,0,0,0,0,0,0,0
20231002,서울특별시,11,광진구,11215,제주특별자치도,50,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,광진구,11215,강원특별자치도,51,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,도봉구,11320,제주특별자치도,50,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,양천구,11470,경기도,41,0,11,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,성동구,11200,서울특별시,11,0,3,0,0,10,0,0,0,10,0,0
20231002,서울특별시,11,성동구,11200,부산광역시,26,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,성동구,11200,인천광역시,28,0,7,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,성동구,11200,광주광역시,29,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,성동구,11200,대전광역시,30,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,강서구,11500,강원특별자치도,51,35,114,24,113,115,71,0,38,153,114,12
20231002,서울특별시,11,강서구,11500,제주특별자치도,50,0,0,0,0,0,0,0,0,3,0,21
20231002,서울특별시,11,용산구,11170,서울특별시,11,0,0,0,32,0,0,0,0,35,0,8
20231002,서울특별시,11,용산구,11170,부산광역시,26,0,3,0,7,0,0,0,0,7,0,0
20231002,서울특별시,11,용산구,11170,대구광역시,27,0,0,0,0,0,0,0,0,4,0,0
20231002,서울특별시,11,용산구,11170,인천광역시,28,0,3,0,0,0,0,0,0,12,0,0
20231002,서울특별시,11,용산구,11170,광주광역시,29,0,0,0,0,0,0,0,0,7,0,0
20231002,서울특별시,11,용산구,11170,대전광역시,30,0,0,0,0,0,0,0,0,5,0,0
20231002,서울특별시,11,마포구,11440,대구광역시,27,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,마포구,11440,부산광역시,26,0,0,0,0,3,0,0,0,0,0,0
20231002,서울특별시,11,마포구,11440,서울특별시,11,0,0,0,0,11,3,0,0,0,0,0
20231002,서울특별시,11,금천구,11545,경상남도,48,0,0,0,0,4,0,0,0,6,0,0
20231002,서울특별시,11,금천구,11545,경상북도,47,0,0,0,0,0,0,0,4,0,0,0
20231002,서울특별시,11,금천구,11545,전라남도,46,0,0,0,0,0,0,0,0,4,0,0
20231002,서울특별시,11,성동구,11200,울산광역시,31,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,강남구,11680,강원특별자치도,51,0,0,0,0,0,0,26,0,0,0,0
20231002,서울특별시,11,강남구,11680,제주특별자치도,50,0,0,0,0,0,0,5,0,0,0,0
20231002,서울특별시,11,강남구,11680,경상남도,48,0,0,0,0,3,0,72,0,0,0,4
20231002,서울특별시,11,강남구,11680,경상북도,47,0,0,0,0,0,0,61,0,0,0,6
20231002,서울특별시,11,강남구,11680,전라남도,46,0,0,0,0,0,0,25,0,0,0,3
20231002,서울특별시,11,강남구,11680,전라북도,45,0,0,0,0,0,0,32,0,0,0,0
20231002,서울특별시,11,강남구,11680,충청남도,44,0,0,0,0,0,0,42,0,0,0,4
20231002,서울특별시,11,강남구,11680,충청북도,43,0,0,0,0,0,0,26,0,0,0,0
20231002,서울특별시,11,강남구,11680,경기도,41,6,0,0,0,0,0,264,0,0,5,17
20231002,서울특별시,11,강남구,11680,세종특별자치시,36,0,0,0,0,0,0,4,0,0,0,0
20231002,서울특별시,11,강남구,11680,울산광역시,31,0,0,0,0,0,0,27,0,0,0,0
20231002,서울특별시,11,강남구,11680,대전광역시,30,0,0,0,0,0,0,26,0,0,0,0
20231002,서울특별시,11,강남구,11680,광주광역시,29,0,0,0,0,0,0,29,0,0,0,0
20231002,서울특별시,11,강남구,11680,인천광역시,28,0,0,0,0,0,0,59,0,0,0,3
20231002,서울특별시,11,동대문구,11230,강원특별자치도,51,0,0,0,0,5,0,0,0,0,0,0
20231002,서울특별시,11,동대문구,11230,제주특별자치도,50,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,금천구,11545,전라북도,45,0,0,0,0,0,0,0,6,7,0,0
20231002,서울특별시,11,도봉구,11320,경상남도,48,0,0,0,0,3,0,0,0,0,0,0
20231002,서울특별시,11,도봉구,11320,경상북도,47,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,도봉구,11320,전라남도,46,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,도봉구,11320,전라북도,45,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,도봉구,11320,충청남도,44,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,도봉구,11320,충청북도,43,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,도봉구,11320,경기도,41,8,0,0,0,28,0,0,0,0,4,0
20231002,서울특별시,11,도봉구,11320,세종특별자치시,36,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,도봉구,11320,울산광역시,31,0,0,0,0,4,0,0,0,0,0,0
20231002,서울특별시,11,도봉구,11320,대전광역시,30,0,0,0,0,4,0,0,0,0,0,0
20231002,서울특별시,11,도봉구,11320,광주광역시,29,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,도봉구,11320,인천광역시,28,0,0,0,0,4,0,0,0,0,0,0
20231002,서울특별시,11,도봉구,11320,대구광역시,27,0,0,0,0,4,0,0,0,0,0,0
20231002,서울특별시,11,도봉구,11320,부산광역시,26,0,0,0,0,3,0,0,0,0,0,0
20231002,서울특별시,11,도봉구,11320,서울특별시,11,0,0,0,0,17,0,0,0,0,0,0
20231002,서울특별시,11,금천구,11545,충청남도,44,0,0,0,0,6,0,0,0,6,0,0
20231002,서울특별시,11,금천구,11545,충청북도,43,0,0,0,0,0,0,0,0,4,0,0
20231002,서울특별시,11,강남구,11680,대구광역시,27,0,0,0,0,0,0,63,0,0,0,4
20231002,서울특별시,11,강남구,11680,부산광역시,26,0,0,0,0,0,0,64,0,0,0,3
20231002,서울특별시,11,동대문구,11230,서울특별시,11,0,0,0,0,22,0,0,0,0,0,0
20231002,서울특별시,11,동대문구,11230,부산광역시,26,0,3,0,0,13,0,0,0,0,0,0
20231002,서울특별시,11,동대문구,11230,대구광역시,27,0,0,0,0,11,0,0,0,0,0,0
20231002,서울특별시,11,동대문구,11230,인천광역시,28,0,0,0,0,5,0,0,0,0,0,0
20231002,서울특별시,11,동대문구,11230,광주광역시,29,0,0,0,0,6,0,0,0,0,0,0
20231002,서울특별시,11,동대문구,11230,대전광역시,30,0,0,0,0,3,0,0,0,0,0,0
20231002,서울특별시,11,동대문구,11230,울산광역시,31,0,0,0,0,7,0,0,0,0,0,0
20231002,서울특별시,11,동대문구,11230,세종특별자치시,36,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,동대문구,11230,경기도,41,0,6,0,4,43,5,3,0,0,0,0
20231002,서울특별시,11,동대문구,11230,충청북도,43,0,0,0,0,3,0,0,0,0,0,0
20231002,서울특별시,11,동대문구,11230,충청남도,44,0,0,0,0,12,0,0,0,0,0,0
20231002,서울특별시,11,동대문구,11230,전라북도,45,0,0,0,0,15,0,0,0,0,0,0
20231002,서울특별시,11,동대문구,11230,전라남도,46,0,0,0,0,6,4,0,0,0,0,0
20231002,서울특별시,11,동대문구,11230,경상북도,47,0,5,0,0,13,0,0,0,0,0,0
20231002,서울특별시,11,동대문구,11230,경상남도,48,0,0,0,0,19,0,0,0,0,0,0
20231002,서울특별시,11,강남구,11680,서울특별시,11,5,0,0,0,8,0,192,0,0,4,19
20231002,서울특별시,11,강서구,11500,경상남도,48,64,217,41,310,258,176,3,99,336,252,18
20231002,서울특별시,11,강서구,11500,경상북도,47,47,165,22,237,215,114,4,69,228,206,18
20231002,서울특별시,11,강서구,11500,전라남도,46,27,83,21,117,119,78,0,24,152,117,7
20231002,서울특별시,11,강서구,11500,전라북도,45,20,85,14,128,115,84,0,38,154,126,12
20231002,서울특별시,11,강서구,11500,충청남도,44,43,165,22,228,177,120,4,48,211,173,13
20231002,서울특별시,11,강서구,11500,충청북도,43,21,98,20,162,127,62,0,37,176,146,8
20231002,서울특별시,11,중랑구,11260,서울특별시,11,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,강서구,11500,경기도,41,281,941,177,1473,1298,765,19,441,1517,1295,115
20231002,서울특별시,11,강서구,11500,세종특별자치시,36,0,0,0,0,0,0,0,0,7,0,0
20231002,서울특별시,11,강서구,11500,울산광역시,31,20,84,11,105,94,75,5,34,125,142,5
20231002,서울특별시,11,강서구,11500,대전광역시,30,30,97,18,138,123,53,6,42,140,130,7
20231002,서울특별시,11,강서구,11500,광주광역시,29,27,75,9,132,76,57,0,24,112,104,12
20231002,서울특별시,11,중랑구,11260,부산광역시,26,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,중랑구,11260,대구광역시,27,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,중랑구,11260,울산광역시,31,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,중랑구,11260,인천광역시,28,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,금천구,11545,경기도,41,0,5,0,5,18,3,0,9,17,7,0
20231002,서울특별시,11,용산구,11170,울산광역시,31,0,0,0,4,0,0,0,0,8,0,0
20231002,서울특별시,11,용산구,11170,세종특별자치시,36,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,용산구,11170,경기도,41,0,10,0,20,0,0,0,0,41,3,0
20231002,서울특별시,11,용산구,11170,충청북도,43,0,0,0,0,0,0,0,0,4,0,0
20231002,서울특별시,11,용산구,11170,충청남도,44,0,0,0,4,0,0,0,0,4,0,0
20231002,서울특별시,11,용산구,11170,전라북도,45,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,용산구,11170,전라남도,46,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,강서구,11500,인천광역시,28,57,182,33,295,247,154,8,97,373,291,17
20231002,서울특별시,11,강서구,11500,대구광역시,27,47,124,31,220,176,98,7,56,227,217,17
20231002,서울특별시,11,강서구,11500,부산광역시,26,51,212,25,301,243,155,6,85,324,302,34
20231002,서울특별시,11,성동구,11200,경기도,41,0,5,0,0,3,0,0,0,8,0,0
20231002,서울특별시,11,성동구,11200,충청북도,43,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,성동구,11200,충청남도,44,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,강서구,11500,서울특별시,11,211,588,103,970,726,402,10,204,1034,873,73
20231002,서울특별시,11,성동구,11200,전라북도,45,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,성동구,11200,전라남도,46,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,성동구,11200,경상북도,47,0,0,0,0,0,0,0,0,0,0,0
20231002,서울특별시,11,성동구,11200,경상남도,48,0,0,0,0,0,0,0,0,0,0,0
