"통계분류(1)",통계분류(2),2014,2014,2014,2014,2014,2014,2014,2016,2016,2016,2016,2016,2016,2016,2018,2018,2018,2018,2018,2018,2018,2018,2019,2019,2019,2019,2019,2019,2019,2019,2020,2020,2020,2020,2020,2020,2020,2020,2021,2021,2021,2021,2021,2021,2021,2021,2022,2022,2022,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023
"통계분류(1)",통계분류(2),1회,2회,3회,4회 이상,관람 경험 없음,전체평균,관람자평균,표본수,1회,2회,3회,4회 이상,관람 경험 없음,전체평균,표본수,1회,2회,3회,4회 이상,관람 경험 없음,전체평균,관람자평균,표본수,1회,2회,3회,4회 이상,관람 경험 없음,전체평균,관람자평균,표본수,1회,2회,3회,4회 이상,관람 경험 없음,전체평균,관람자평균,표본수,1회,2회,3회,4회 이상,관람 경험 없음,전체평균,관람자평균,표본수,1회,2회,3회,4회 이상,관람 경험 없음,전체평균,관람자평균,표본수,1회,2회,3회,4회 이상,관람자평균
"지역규모별",중소도시,7.9,3.4,0.8,2.2,85.6,0.38,2.66,3656,6.1,2.7,1.6,4.4,85.2,0.59,3455,13.2,3.4,1.1,1.6,80.7,0.32,1.68,3336,12.1,7,3.5,1.9,75.4,0.51,2.07,3787,4.1,1.5,0.5,0.6,93.3,0.12,1.81,3449,0.8,0.4,0,0.2,98.6,0.03,2.34,3497,5.4,1.6,0.4,0.1,92.5,0.12,1.57,355,70,21.5,2.5,6,1.58
"지역규모별",읍면지역,6.3,2.1,0.5,1.9,89.2,0.35,3.22,2408,6.1,2.3,0.8,4.8,86.1,0.74,2552,13.3,3.5,1,1.6,80.7,0.32,1.65,2421,10.9,6.5,4,1.1,77.4,0.45,2,1948,4.6,1.7,0.3,0.5,92.9,0.21,2.9,2283,0.9,0.3,0.1,0.1,98.7,0.02,1.7,2274,4.4,1.3,0.1,0.5,93.7,0.11,1.75,196,70.1,23.1,2.4,4.4,1.57
"권역별",수도권,9.9,3.8,0.6,1.8,83.9,0.44,2.73,3343,7.2,2.7,0.9,3.6,85.6,0.54,3206,14.4,4.6,1.2,1.9,78,0.38,1.72,3247,11.9,6.3,4,1.8,76.1,0.49,2.04,4889,4.4,1.7,0.5,0.7,92.6,0.15,1.98,3135,0.7,0.3,0,0.1,98.9,0.02,1.75,3214,4.4,1.2,0.2,0.1,93.9,0.09,1.42,367,71.7,20.5,3.7,4.1,1.47
"권역별",강원/제주권,9.5,3.2,1.1,3,83.2,0.5,2.99,756,9.9,5.5,1.8,3.2,79.8,0.98,783,22.6,6,2.4,1,68,0.49,1.52,740,9.6,5.5,4.9,1.2,78.7,0.47,2.19,435,4.2,0.3,0.4,0.6,94.5,0.09,1.62,778,1.4,0.9,0.3,0.5,97,0.07,2.37,786,2.7,0.1,0.9,0.3,95.9,0.08,1.91,74,78.9,11.2,4,5.8,1.6
"권역별",충청/세종권,7.6,2.9,0.9,7.1,81.5,1.82,9.83,1772,9.6,3.2,1.2,5.2,80.9,0.71,1768,15.9,4,0.9,2.3,76.9,0.41,1.78,1655,12.1,8.6,4.5,2.3,72.5,0.62,2.25,1130,5.4,2,0.6,0.7,91.3,0.15,1.77,1706,0.7,-,-,-,99.3,0.01,1,1720,8.2,0.8,0.2,-,90.8,0.1,1.12,159,60.2,29.7,5.2,4.9,1.67
"권역별",호남권,4.6,1.3,0.4,1,92.7,0.16,2.22,1608,6.3,1.5,1.5,1.3,89.5,0.24,1584,7.1,2.8,1.1,0.4,88.6,0.19,1.69,1450,10.4,5.9,3,0.9,79.8,0.41,2.03,1030,3.9,1.6,0.4,0.6,93.4,0.25,3.77,1474,2,0.4,0.1,0.2,97.2,0.05,1.88,1455,9.4,2.8,0.2,0.3,87.2,0.17,1.36,101,57.2,30.4,7,5.4,1.66
"권역별",대경권,6.2,2.7,0.2,0.4,90.6,0.15,1.62,1314,5.5,1.7,0.8,0.6,91.4,0.16,1307,12.1,2.5,1.4,1.3,82.8,0.32,1.86,1891,10.2,5.6,4.1,1.4,78.8,0.44,2.05,1707,3.9,1.6,0.6,0.4,93.6,0.14,2.11,1884,0.8,0.6,-,0.2,98.4,0.05,2.87,1203,3,0.9,0.2,0.7,95.3,0.16,3.51,99,61.4,27.8,4,6.8,1.62
"권역별",동남권,9.6,2.6,0.6,0.7,86.4,0.24,1.78,1923,6.8,4.5,1.6,4.3,82.8,0.64,1910,17.9,3.6,0.7,0.3,77.4,0.29,1.3,1119,9.6,8.3,2.4,1.9,77.8,0.47,2.11,908,4,1.8,0.5,0.6,93.2,0.23,3.3,1083,0.2,0.1,0.1,0.2,99.4,0.04,6.02,1761,7,2.1,0.2,0.4,90.3,0.14,1.48,210,73.9,14.7,5.3,6.1,1.7
"17개 시도별",서울,11.8,3,0.3,1.1,83.8,0.46,2.84,1263,9.2,3.2,0.8,0.5,86.4,0.21,1227,17.9,5.4,1.4,2,73.3,0.46,1.71,1208,11.9,5.6,5.1,1.4,76.1,0.47,1.97,1928,4.9,2,0.6,1.1,91.4,0.19,2.16,1197,0.8,0.4,0.1,0.2,98.5,0.03,1.91,1196,5,0.9,0.2,0.4,93.6,0.1,1.52,135,71,20.7,5.9,2.3,1.41
"17개 시도별",부산,12,3.5,1.1,0.4,83,0.24,1.44,762,8.7,5.7,1.3,3.2,81.1,0.61,759,18.4,4.6,0.8,0.2,75.9,0.31,1.3,707,10.8,8.9,2,2.5,75.8,0.52,2.16,686,4.3,2.3,0.3,0.2,92.8,0.17,2.31,691,0.3,0.1,0.2,0.1,99.4,0.03,4.72,691,8,2.9,0.3,0.2,88.6,0.16,1.38,97,71.2,12.5,8.8,7.4,1.81
"17개 시도별",대구,8,4,0.2,0.5,87.3,0.19,1.5,638,5.5,2,0.6,0.5,91.4,0.15,636,17,3.2,1.1,1,77.7,0.4,1.81,621,8.3,4.4,4.1,1.4,81.7,0.4,2.19,491,4.6,2.2,1.1,0.6,91.5,0.18,2.06,579,1.1,0.2,-,0.1,98.6,0.02,1.44,582,3.6,1.1,0.2,0.3,94.9,0.08,1.54,56,64.5,23.9,2.6,9.1,1.64
"17개 시도별",인천,9,4.6,1.1,1.6,83.8,0.42,2.61,687,9.9,1.6,0.2,0.5,87.8,0.17,646,10.5,5.8,1.3,0.1,82.4,0.26,1.5,651,9.7,6.2,3.1,2.9,78.2,0.57,2.6,549,3.4,0.8,0.5,0.4,94.8,0.11,2.1,621,0.3,-,0.1,-,99.6,0.01,1.52,641,2.8,1.3,0.1,0.1,95.7,0.06,1.42,69,58.9,26.6,13,1.5,1.67
"17개 시도별",광주,5.9,1.7,0.3,0.8,91.3,0.17,1.93,502,6.3,1.5,1,1.1,90.1,0.26,480,11,4.3,1.2,0.9,82.5,0.31,1.75,465,6,4.9,3,0.6,85.5,0.32,2.22,293,4.3,2.3,0.5,0,92.8,0.11,1.47,451,3,0.9,-,0.5,95.7,0.09,2.04,451,10.9,2.3,-,0.3,86.5,0.17,1.25,23,69.8,21.8,8.4,-,1.39
"17개 시도별",대전,7.8,3.1,0.4,14.6,74,4.66,17.91,502,8.5,3,0.8,9.3,78.3,1.13,490,13.2,4.6,1,2,79.1,0.38,1.8,464,13.5,6.4,5.1,2.9,72.1,0.62,2.22,303,3.6,0.6,1.3,0.5,93.9,0.11,1.82,460,0.6,-,-,-,99.4,0.01,1,466,10.4,0.7,0.4,-,88.6,0.13,1.12,39,55.6,30.9,6,7.4,2
"17개 시도별",울산,7.2,2.7,0.3,0.2,89.5,0.15,1.41,425,11,6.6,2.7,7.1,72.6,1.33,421,12.5,1.5,0.1,1.5,84.5,0.25,1.63,412,6,6.4,3.5,0.1,84,0.3,1.89,222,2.9,0.4,0.8,1.7,94.2,0.41,6.99,392,-,-,-,0.6,99.4,0.06,10,390,10.5,2.4,0.3,1.9,84.9,0.3,1.95,55,87.5,8.3,-,4.2,1.21
"17개 시도별",세종,9.4,3,-,9.9,77.6,1.04,4.63,176,10.3,5.8,0.6,0.6,82.8,0.27,191,14.4,2.8,1.2,0.4,81.2,0.27,1.42,206,9.7,8.2,6.1,4.3,71.6,0.68,2.39,62,2.3,4.3,1.6,1.3,90.5,0.21,2.19,201,1.4,-,-,-,98.6,0.01,1,221,8.1,-,-,-,91.9,0.08,1,20,64.5,22.9,4.1,8.5,1.56
"17개 시도별",경기,8.4,4.3,0.9,2.5,84,0.42,2.65,1393,4.9,2.5,1.2,6.9,84.5,0.9,1333,12.5,3.6,0.9,2.2,80.7,0.34,1.78,1388,12.4,6.9,3.3,1.8,75.6,0.49,1.99,2412,4.3,1.7,0.5,0.5,92.9,0.13,1.79,1317,0.7,0.2,-,0.1,99,0.02,1.59,1377,4.4,1.5,0.3,-,93.8,0.08,1.34,163,74.5,19.3,0.6,5.6,1.47
"17개 시도별",강원,11.7,3.7,1,3.2,80.4,0.58,2.96,460,9.8,5.9,1.8,2.9,79.6,1.05,482,28.4,7.7,2.6,0.7,60.6,0.57,1.44,443,9.5,6.3,6,1.2,76.9,0.51,2.22,314,3.5,0.5,0.5,0.8,94.7,0.1,1.91,477,1.8,0.9,0.2,0.5,96.6,0.07,2.14,474,1.8,-,-,0.4,97.8,0.05,2.04,48,79.1,11.7,3.8,5.4,1.6
"17개 시도별",충북,7.6,3.8,1.1,4.3,83.2,0.79,4.72,509,10.7,4.3,2.8,8.2,74,1.08,501,14.1,5,0.9,1.9,78.1,0.4,1.81,469,12.8,9.7,5,2.8,69.6,0.67,2.22,329,3.8,3.3,0,1.3,91.6,0.16,1.97,487,0.2,-,-,-,99.8,0,1,480,7.8,0.2,-,-,92.1,0.08,1.02,45,64.8,21.5,8.9,4.8,1.56
"17개 시도별",충남,7.2,2.1,1.3,3.2,86.2,0.48,3.5,585,9.5,2.2,0.2,0.4,87.6,0.18,586,19.2,3,0.8,3,73.9,0.46,1.78,516,11,9.4,3.5,1.2,74.9,0.57,2.28,436,8.3,1.6,0.5,0.4,89.3,0.17,1.58,558,1.1,-,-,-,98.9,0.01,1,553,7.1,1.4,0.2,-,91.2,0.11,1.21,55,59.2,35.9,2.1,2.8,1.54
"17개 시도별",전북,3.5,0.5,0.5,1.6,93.9,0.17,2.73,558,6.2,2.1,2,1.5,88.1,0.27,561,3.2,2,0.7,-,94.2,0.09,1.58,475,9.2,6.1,3.5,0.4,80.7,0.34,1.79,376,5.2,2.7,0.3,0,91.8,0.12,1.41,514,1,-,-,0.2,98.8,0.03,2.61,501,7.7,3.5,0.4,-,88.4,0.16,1.37,28,58.6,28.1,4.2,9,1.76
"17개 시도별",전남,4.8,1.8,0.4,0.5,92.6,0.15,2.06,548,6.2,0.8,1.4,1.2,90.4,0.2,543,8,2.3,1.4,0.4,87.9,0.2,1.66,510,15.1,6.5,2.5,1.8,74,0.55,2.12,361,2.3,0,0.5,1.6,95.6,0.5,11.39,509,2.2,0.5,0.4,-,96.9,0.04,1.43,503,9.9,2.6,0.3,0.6,86.6,0.19,1.44,50,51.4,35,8.1,5.5,1.71
"17개 시도별",경북,4.4,1.4,0.3,0.3,93.6,0.12,1.85,676,5.5,1.3,1,0.8,91.4,0.16,671,7.7,1.8,1.6,1.5,87.4,0.25,1.94,606,9.1,4,4.7,0.4,81.8,0.35,1.92,549,2.9,0.4,0.5,0,96.2,0.05,1.4,621,0.9,0.8,-,0.4,97.8,0.06,2.66,621,2.4,0.7,0.1,1.1,95.7,0.24,5.58,43,57.3,33.1,5.9,3.7,1.59
"17개 시도별",경남,7.8,1.5,0.1,1.3,89.2,0.27,2.51,736,3.2,2.6,1.6,4.4,88.1,0.44,730,19.2,3.3,0.8,0.1,76.6,0.29,1.22,664,12.4,7.7,3.5,2.3,74.2,0.53,2.06,667,4.1,2.1,0.2,0.6,93,0.17,2.48,684,0.5,0.6,-,0.2,98.6,0.06,4.19,680,4.7,1.3,0.1,0.1,93.9,0.08,1.28,58,70.1,22.7,2.3,4.8,1.8
"17개 시도별",제주,3.1,1.8,1.4,2.4,91.3,0.28,3.16,296,9.9,4.4,1.7,3.9,80.1,0.81,301,8.5,2,2,1.7,85.8,0.29,2.07,297,9.7,3.5,2.4,1.4,83,0.36,2.11,121,5.7,0,0,0,94.3,0.06,1,301,0.3,0.8,0.6,0.2,98,0.07,3.3,312,4.9,0.3,3.1,0.1,91.6,0.15,1.83,26,78.3,10,4.6,7,1.62
"장애여부별",해당사항없음,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10238,14.6,4,1.2,1.5,78.8,0.35,1.66,9869,11.2,6.6,3.9,1.7,76.7,0.49,2.09,9565,4.4,1.7,0.5,0.7,92.7,0.16,2.22,9726,0.8,0.3,0.1,0.2,98.6,0.03,2.18,9934,5.5,1.4,0.3,0.2,92.5,0.11,1.52,998,69.6,21.2,4.3,4.8,1.56
"장애여부별",미등록,-,-,-,-,-,-,-,-,-,-,-,-,-,-,209,12.2,4.2,-,0.6,83,0.26,1.53,67,12.9,7,4,0,76.1,0.39,1.63,324,4.8,1.1,1.3,0.6,92.1,0.19,2.39,116,-,-,0.5,-,99.5,0.02,3,136,1.1,0.5,-,-,98.4,0.02,1.33,1,-,-,100,-,3
"장애여부별",장애등록,-,-,-,-,-,-,-,-,-,-,-,-,-,-,111,7.9,3,-,2.3,86.8,0.23,1.76,136,11.6,2.8,1.6,1.6,82.4,0.39,2.2,210,1.2,0.9,0,0,97.9,0.03,1.44,218,-,-,-,-,100,-,-,69,2,-,-,-,98,0.02,1,11,60.7,26.6,3.2,9.5,1.71
"장애여부별",무응답,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30,14,2.3,0,1.7,82,0.27,1.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"근무 형태",전일제,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3440,6.5,1.6,0.2,0.1,91.6,0.11,1.32,566,73,18.3,4.3,4.5,1.52
"근무 형태",교대제,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,262,3.7,0.5,1.6,-,94.2,0.1,1.65,26,59.5,31,2.8,6.7,2.16
"근무 형태",시간 선택제,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,331,8.8,3.3,0.2,-,87.8,0.16,1.3,42,59.9,32,3.1,5,1.79
"근무 형태",해당 없음,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1036,4.1,0.8,0.3,0.5,94.3,0.15,2.54,69,77.2,11.7,7.1,4.1,1.47
"유연 근무제 여부",실시,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,372,5.4,0.8,0.6,0.1,93.1,0.09,1.33,68,68.7,22.4,3.9,5,1.65
"유연 근무제 여부",미실시,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2931,6.3,1.6,0.1,0.1,91.9,0.11,1.3,392,75.6,18.1,2,4.3,1.47
"유연 근무제 여부",해당 없음,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1766,5.6,1.5,0.4,0.4,92.1,0.15,1.96,243,65.3,20.2,9.5,5,1.71
