"특성별(1)",특성별(2),2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022
"특성별(1)",특성별(2),사례수 (명),팬미팅(싸인회) 참석하기 (%),팬미팅(싸인회) 참석하기 (%),팬미팅(싸인회) 참석하기 (%),팬미팅(싸인회) 참석하기 (%),팬클럽이나 팬카페 활동하기 (%),팬클럽이나 팬카페 활동하기 (%),팬클럽이나 팬카페 활동하기 (%),팬클럽이나 팬카페 활동하기 (%),팬클럽이나 팬카페 활동하기 (%),팬클럽이나 팬카페 활동하기 (%),방송국이나 공연장 영화관(시사회) 경기장 행사장가기 (%),방송국이나 공연장 영화관(시사회) 경기장 행사장가기 (%),방송국이나 공연장 영화관(시사회) 경기장 행사장가기 (%),방송국이나 공연장 영화관(시사회) 경기장 행사장가기 (%),방송국이나 공연장 영화관(시사회) 경기장 행사장가기 (%),방송국이나 공연장 영화관(시사회) 경기장 행사장가기 (%),팬레터 쓰기 및 메시지 보내기 (%),팬레터 쓰기 및 메시지 보내기 (%),팬레터 쓰기 및 메시지 보내기 (%),팬레터 쓰기 및 메시지 보내기 (%),팬레터 쓰기 및 메시지 보내기 (%),팬레터 쓰기 및 메시지 보내기 (%),선물 보내기 (%),선물 보내기 (%),선물 보내기 (%),선물 보내기 (%),선물 보내기 (%),SNS 블로그 트위터 기사 등에 댓글 달기 (%),SNS 블로그 트위터 기사 등에 댓글 달기 (%),SNS 블로그 트위터 기사 등에 댓글 달기 (%),SNS 블로그 트위터 기사 등에 댓글 달기 (%),SNS 블로그 트위터 기사 등에 댓글 달기 (%),SNS 블로그 트위터 기사 등에 댓글 달기 (%),사진과 동영상 감상 및 업로드하기 (%),사진과 동영상 감상 및 업로드하기 (%),사진과 동영상 감상 및 업로드하기 (%),사진과 동영상 감상 및 업로드하기 (%),사진과 동영상 감상 및 업로드하기 (%),사진과 동영상 감상 및 업로드하기 (%),책 CD DVD 화보집 구입하기 (%),책 CD DVD 화보집 구입하기 (%),책 CD DVD 화보집 구입하기 (%),책 CD DVD 화보집 구입하기 (%),책 CD DVD 화보집 구입하기 (%),책 CD DVD 화보집 구입하기 (%),굿즈(응원봉 캐릭터 플래카드 인형 등) 만들기 또는 구입하기 (%),굿즈(응원봉 캐릭터 플래카드 인형 등) 만들기 또는 구입하기 (%),굿즈(응원봉 캐릭터 플래카드 인형 등) 만들기 또는 구입하기 (%),굿즈(응원봉 캐릭터 플래카드 인형 등) 만들기 또는 구입하기 (%),굿즈(응원봉 캐릭터 플래카드 인형 등) 만들기 또는 구입하기 (%),굿즈(응원봉 캐릭터 플래카드 인형 등) 만들기 또는 구입하기 (%)
"특성별(1)",특성별(2),소계,전혀 없다,1년에 1~2번,한 달에 1번,한 달에 2~3번,전혀 없다,1년에 1~2번,한 달에 1번,한 달에 2~3번,1주일에 1번,1주일에 여러 번,전혀 없다,1년에 1~2번,한 달에 1번,한 달에 2~3번,1주일에 1번,1주일에 여러 번,전혀 없다,1년에 1~2번,한 달에 1번,한 달에 2~3번,1주일에 1번,1주일에 여러 번,전혀 없다,1년에 1~2번,한 달에 1번,한 달에 2~3번,1주일에 1번,전혀 없다,1년에 1~2번,한 달에 1번,한 달에 2~3번,1주일에 1번,1주일에 여러 번,전혀 없다,1년에 1~2번,한 달에 1번,한 달에 2~3번,1주일에 1번,1주일에 여러 번,전혀 없다,1년에 1~2번,한 달에 1번,한 달에 2~3번,1주일에 1번,1주일에 여러 번,전혀 없다,1년에 1~2번,한 달에 1번,한 달에 2~3번,1주일에 1번,1주일에 여러 번
"학력별(모)",고졸 이하,209,93.2,6.1,0.3,0.4,83.3,4.2,2.8,3.3,0.4,6.0,85.3,12.7,0.8,0.4,0.0,0.8,93.7,3.6,1.0,0.9,0.2,0.5,96.7,1.9,0.9,0.4,0.0,62.9,12.7,3.1,6.7,4.3,10.2,38.8,11.3,10.8,10.1,6.1,22.9,55.0,26.4,10.7,5.6,0.5,1.8,67.6,18.8,9.2,2.0,0.0,2.3
"학력별(모)",대졸,684,92.9,5.8,1.3,0.1,78.8,7.7,3.1,2.8,2.0,5.6,79.2,15.3,4.3,0.8,0.1,0.4,88.7,4.9,3.8,1.4,0.5,0.6,94.7,4.2,0.6,0.4,0.1,59.7,11.0,7.6,5.8,4.4,11.4,38.5,11.6,9.1,8.9,10.0,21.9,58.1,24.5,8.9,5.2,1.8,1.5,69.0,18.3,7.3,3.1,0.8,1.4
"학력별(모)",대학원졸 이상,82,85.7,9.3,5.0,0.0,73.7,12.0,3.8,4.9,0.0,5.6,72.7,17.7,8.2,1.5,0.0,0.0,85.4,5.6,5.7,1.9,0.0,1.4,88.0,7.4,4.0,0.7,0.0,57.7,16.1,4.4,9.9,4.6,7.3,37.8,9.8,15.2,6.2,11.5,19.5,56.8,21.4,14.9,5.6,0.7,0.6,61.7,19.6,12.0,3.8,1.0,1.9
"학력별(모)",모름/무응답,13,96.4,3.6,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,74.7,12.7,5.7,6.9,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,61.5,14.8,6.9,0.0,7.5,9.3,46.5,4.5,14.5,17.7,13.2,3.6,81.1,13.2,0.0,5.7,0.0,0.0,78.6,21.4,0.0,0.0,0.0,0.0
"가구소득별",100만원 미만,8,100.0,0.0,0.0,0.0,90.5,0.0,0.0,9.5,0.0,0.0,90.6,0.0,9.4,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,61.5,0.0,19.5,9.5,0.0,9.4,43.7,4.4,5.9,27.1,19.0,0.0,81.0,9.5,0.0,9.4,0.0,0.0,90.6,9.4,0.0,0.0,0.0,0.0
"가구소득별",100~200만원 미만,14,90.0,10.0,0.0,0.0,76.5,6.0,10.0,0.0,0.0,7.5,84.1,0.0,0.0,15.9,0.0,0.0,90.0,0.0,0.0,10.0,0.0,0.0,90.0,10.0,0.0,0.0,0.0,49.3,20.7,10.0,6.0,14.1,0.0,28.8,10.0,17.2,29.8,14.1,0.0,56.2,21.8,4.5,10.0,7.5,0.0,56.3,19.5,14.4,2.3,0.0,7.5
"가구소득별",200~300만원 미만,48,93.0,7.0,0.0,0.0,88.6,1.4,4.7,0.0,0.0,5.3,91.8,4.4,3.8,0.0,0.0,0.0,93.4,6.6,0.0,0.0,0.0,0.0,96.8,3.2,0.0,0.0,0.0,59.9,14.5,4.0,4.8,1.6,15.3,41.4,13.2,7.6,15.9,6.5,15.4,67.9,18.7,10.3,1.5,0.0,1.6,76.5,14.4,7.5,0.0,0.0,1.6
"가구소득별",300~400만원 미만,121,89.5,7.5,3.0,0.0,74.9,10.6,4.9,6.6,1.3,1.6,76.6,17.3,3.9,2.2,0.0,0.0,86.8,8.8,3.6,0.0,0.8,0.0,93.1,4.9,1.9,0.0,0.0,55.9,13.0,11.0,10.6,0.9,8.7,32.7,14.4,12.6,15.6,2.9,21.8,51.0,26.6,14.3,5.3,0.0,2.8,65.9,24.7,7.1,0.0,0.0,2.3
"가구소득별",400~500만원 미만,169,89.4,9.6,0.7,0.3,72.5,10.9,2.4,4.5,1.2,8.5,77.6,16.8,3.6,1.0,0.0,1.0,85.6,5.3,5.3,3.2,0.6,0.0,93.4,4.3,1.1,1.2,0.0,57.8,9.4,4.9,5.9,8.0,13.9,35.9,11.5,8.4,5.6,11.0,27.7,48.0,27.6,13.7,8.1,2.3,0.3,60.8,20.2,12.8,4.2,1.1,0.9
"가구소득별",500만원 이상,627,93.6,4.8,1.4,0.1,81.6,6.1,2.7,2.3,1.7,5.6,79.9,15.3,4.1,0.2,0.1,0.4,90.9,3.7,3.1,1.0,0.3,1.0,95.1,3.6,0.8,0.3,0.1,62.0,12.0,5.9,5.6,4.3,10.3,40.4,10.6,10.1,7.4,10.1,21.3,60.5,24.0,7.8,4.7,1.4,1.6,70.0,17.3,6.9,3.4,0.7,1.6
