SamplingTime, AccelerationX, AccelerationY, AccelerationZ, GyroX, GyroY, GyroZ, MagneticFieldX, MagneticFieldY, MagneticFieldZ
1733469990.276394, 2.734478, -9.550022, -0.557101, 0.068616, -0.188204, -0.048222, -8.972122, -74.359421, -639.579956
1733469990.286390, 2.163460, -9.928006, -0.512958, 0.067144, -0.076787, -0.057228, -9.124084, -74.223450, -639.411743
1733469990.296395, 1.743577, -10.447997, -0.569820, 0.028704, 0.098368, -0.103928, -9.007874, -74.127823, -639.478027
1733469990.306411, 1.881244, -10.718392, -0.713622, -0.009276, 0.321233, -0.129651, -8.988297, -74.371506, -639.420166
1733469990.316403, 2.292598, -10.915614, -0.670376, -0.055040, 0.517891, -0.123141, -8.820526, -74.188507, -639.358154
1733469990.326418, 2.914641, -10.593744, -0.719607, -0.116934, 0.747882, -0.096081, -8.855789, -74.178802, -639.204041
1733469990.336414, 3.286640, -10.581474, -0.183905, -0.153393, 0.717898, -0.072213, -8.351105, -74.337341, -638.520874
1733469990.346390, 3.232621, -10.546907, -0.316184, -0.150494, 0.608692, -0.038903, -8.370255, -74.231216, -638.698853
1733469990.356404, 2.835184, -10.617686, -0.377685, -0.068698, 0.408847, -0.050469, -8.747375, -74.355591, -637.899292
1733469990.366408, 1.898003, -11.449222, -0.017657, 0.185257, -0.238281, -0.176102, -8.812759, -74.239166, -638.849182
1733469990.376402, 0.607529, -12.174665, -0.091578, 0.395527, -0.993016, -0.398617, -8.220810, -74.076431, -638.265015
1733469990.386401, 0.001496, -11.984625, -1.321599, 0.551052, -1.352443, -0.638907, -8.272476, -73.991882, -638.331665
1733469990.396398, -0.255282, -12.067525, -2.379836, 0.649298, -1.458170, -0.847569, -8.274582, -73.845230, -639.390076
1733469990.406391, -0.383222, -12.181399, -3.636343, 0.756142, -1.260697, -1.017256, -7.979736, -73.748306, -638.623596
1733469990.416410, -0.175974, -12.029966, -4.351761, 0.875796, -0.842045, -1.154945, -7.733521, -73.478287, -639.501770
1733469990.426405, 0.397288, -11.585243, -4.042909, 0.962417, -0.364206, -1.236899, -7.492554, -73.357925, -638.624207
1733469990.435639, 0.397288, -11.585243, -4.042909, 0.984794, -0.034840, -1.287572, -7.218613, -73.273407, -637.964539
1733469990.446399, 1.171214, -11.558757, -1.504606, 0.979296, -0.038443, -1.363741, -6.683517, -73.032272, -638.564697
1733469990.456403, 0.944213, -11.935245, -0.383072, 0.964320, -0.364653, -1.520383, -6.472290, -72.810638, -637.606934
1733469990.466392, 0.597204, -12.194118, -0.303914, 0.958775, -0.848667, -1.754870, -5.777512, -72.427216, -638.797729
1733469990.476395, 0.741754, -12.236765, -1.147720, 1.020921, -1.311385, -2.012059, -5.417496, -72.042892, -638.500977
1733469990.486393, 1.075296, -11.717971, -2.218078, 1.178888, -1.682533, -2.208809, -5.334778, -71.582291, -638.967102
1733469990.496181, 1.372476, -11.046697, -3.334674, 1.409675, -1.902228, -2.360188, -4.822952, -71.270538, -638.849670
1733469990.506399, 1.669656, -10.428544, -4.336348, 1.694795, -1.879566, -2.466629, -4.415649, -70.708145, -639.517578
1733469990.516407, 1.893664, -9.758916, -4.535067, 1.973225, -1.722770, -2.546265, -3.774307, -70.044891, -638.830872
1733469990.526394, 2.056470, -9.144055, -4.112490, 2.211460, -1.512369, -2.625768, -3.410019, -69.664551, -638.554199
1733469990.536407, 2.227954, -8.534431, -3.239953, 2.373443, -1.317558, -2.745120, -2.943039, -69.347733, -637.698669
1733469990.546424, 2.591723, -7.701997, -2.203414, 2.475053, -1.185871, -2.880498, -2.470276, -68.677475, -638.102234
1733469990.556397, 3.001730, -6.854899, -0.994940, 2.543375, -1.195332, -3.014518, -1.766663, -68.163132, -637.241760
1733469990.566396, 3.537732, -5.975778, 0.106841, 2.583777, -1.376101, -3.149758, -1.204697, -67.519394, -637.865845
1733469990.576396, 4.220529, -4.883423, 0.875679, 2.580182, -1.649731, -3.242259, -0.460846, -66.875717, -637.894104
1733469990.586389, 4.456208, -3.844040, 1.294066, 2.552487, -2.042876, -3.291539, -0.075439, -66.160156, -636.960205
1733469990.596390, 4.340837, -3.347842, 0.938677, 2.531336, -2.373701, -3.366198, 0.561447, -65.319351, -638.009460
1733469990.606387, 4.212897, -2.659958, 0.286855, 2.495281, -2.466852, -3.435630, 0.983551, -64.312531, -637.633789
1733469990.616390, 3.960010, -1.814655, 0.145448, 2.382774, -2.438302, -3.480765, 1.291306, -63.347015, -638.697449
1733469990.626389, 4.117279, -1.313070, -0.223858, 2.220643, -2.299236, -3.509482, 1.850159, -62.342621, -638.883728
1733469990.636389, 4.740968, -0.586879, -0.731878, 2.052487, -2.022521, -3.473585, 2.137314, -61.475357, -638.589844
1733469990.646389, 5.267992, 0.231789, -0.926556, 1.898592, -1.779191, -3.359927, 2.360382, -60.444733, -639.609680
1733469990.656387, 5.646276, 0.638953, -1.236605, 1.819501, -1.548101, -3.213084, 2.601440, -59.627029, -639.122925
1733469990.665781, 6.072743, 0.860566, -1.403900, 1.781612, -1.305989, -3.045811, 3.153748, -58.608963, -640.170288
1733469990.676387, 6.533926, 1.083676, -1.105373, 1.739611, -1.098796, -2.829313, 3.015869, -58.172821, -640.407104
1733469990.686385, 6.883330, 1.127819, -0.648978, 1.685025, -0.957106, -2.614958, 3.084290, -57.322464, -639.413086
1733469990.696386, 7.179612, 0.976086, -0.085593, 1.640587, -0.954827, -2.438295, 3.102707, -56.750076, -640.361389
1733469990.706392, 7.234380, 0.572065, 0.366163, 1.662618, -1.187786, -2.344387, 2.776367, -56.292145, -639.816040
1733469990.716400, 7.847146, -0.297180, 0.652570, 1.811187, -1.643988, -2.351033, 2.580780, -55.585495, -641.403748
1733469990.726392, 8.937106, -1.271920, 0.869394, 1.987957, -2.270266, -2.391167, 2.215454, -54.928040, -642.064087
1733469990.736384, 10.057143, -2.123657, 0.224157, 2.043960, -2.643999, -2.411316, 1.470032, -54.606934, -642.212708
1733469990.746398, 11.521796, -2.704251, -0.710928, 1.858070, -2.479608, -2.475299, 0.607697, -53.948914, -643.973206
1733469990.756385, 14.159907, -3.304447, -1.391181, 1.455712, -1.859485, -2.625644, -0.371185, -53.265015, -644.074280
1733469990.766397, 18.119169, -4.013131, -1.387889, 1.078503, -1.207899, -2.822773, -1.064270, -52.347763, -644.530701
1733469990.776443, 23.119459, -3.860201, -0.589722, 0.911381, -1.053394, -2.850150, -1.056061, -51.462112, -645.067139
1733469990.786386, 27.893946, -3.067122, -0.499939, 0.968593, -1.313745, -2.552236, -1.305466, -50.741684, -645.062622
1733469990.796248, 30.766688, -2.571971, -1.417816, 1.122625, -1.318715, -2.055741, -1.436676, -50.332062, -645.973938
1733469990.806395, 32.011374, -1.896507, -0.880917, 1.193395, -0.876321, -1.505690, -1.460831, -50.019089, -645.245178
1733469990.816390, 32.363022, -0.441431, 1.999757, 0.925346, -0.297230, -0.890837, -1.321503, -50.023468, -645.424316
1733469990.826434, 31.992969, 1.047463, 5.530007, 0.345791, 0.114245, -0.264138, -1.418900, -50.087158, -645.794556
1733469990.836379, 31.233707, 2.010980, 8.123975, -0.439218, 0.233956, 0.267450, -1.273010, -50.176682, -646.141602
1733469990.846377, 30.124444, 2.738667, 8.668357, -1.253347, 0.232108, 0.653154, -1.601791, -49.882004, -645.883545
1733469990.856390, 28.797458, 3.796156, 7.597251, -1.894887, 0.251759, 0.888806, -1.547943, -49.727890, -646.092468
1733469990.866388, 27.962779, 5.080945, 5.908890, -2.284781, 0.263173, 1.016166, -1.139999, -49.765518, -645.429626
1733469990.876384, 27.788002, 6.379350, 4.078672, -2.357887, 0.148140, 1.184653, -0.779922, -49.503036, -645.953308
1733469990.886392, 27.748199, 7.299622, 2.312948, -2.165063, -0.116833, 1.508839, -0.268600, -49.663620, -646.579834
1733469990.896398, 27.092337, 7.639000, 0.540940, -1.772975, -0.481477, 2.011142, -0.294235, -50.191559, -646.443909
1733469990.906445, 25.460240, 7.828890, -1.529296, -1.205463, -0.716223, 2.682970, 0.168549, -51.134521, -646.775269
1733469990.916375, 22.773945, 8.138191, -2.750788, -0.545409, -0.701320, 3.452812, 0.036194, -52.534607, -646.927490
1733469990.926375, 19.038692, 8.513482, -2.031779, 0.044939, -0.587529, 4.256065, 0.317734, -54.718384, -646.064270
1733469990.936379, 14.795568, 9.163807, 0.000599, 0.373853, -0.462302, 5.016706, 0.101273, -56.929779, -646.841675
1733469990.946388, 10.264092, 10.319907, 2.126650, 0.414164, -0.362620, 5.788875, -0.484726, -59.493607, -646.681519
1733469990.955545, 4.916343, 10.807576, 4.258387, 0.177933, -0.250724, 6.394328, -1.330673, -62.227646, -647.019287
1733469990.966375, -0.430208, 10.481067, 6.553678, -0.374379, -0.342860, 6.736046, -2.674850, -64.296341, -647.013062
1733469990.976416, -5.383662, 10.157999, 7.267898, -1.181546, -0.528289, 6.821664, -4.255890, -66.221436, -648.346985
1733469990.986375, -10.037690, 9.763405, 5.822250, -2.046333, -0.578477, 6.619202, -5.746307, -67.210968, -648.391052
1733469990.996368, -13.710994, 8.981249, 3.037494, -2.747912, -0.449536, 6.155185, -7.531174, -68.021866, -649.589355
1733469991.006379, -17.247978, 8.178743, 0.016310, -3.093591, -0.159950, 5.511246, -9.051376, -68.679260, -650.030029
1733469991.016390, -20.538509, 6.566846, -1.898901, -3.155383, 0.020269, 4.509725, -9.858292, -68.645966, -651.243042
1733469991.026381, -21.562180, 5.625476, -3.136554, -2.931650, -0.385750, 3.345446, -10.763382, -68.381332, -652.381348
1733469991.036381, -20.776882, 5.185392, -5.501726, -2.219619, -1.243418, 2.345325, -11.483017, -68.377991, -653.077454
1733469991.046375, -19.244743, 4.168305, -8.341399, -1.043611, -2.130639, 1.676171, -12.535645, -68.623444, -653.542908
1733469991.056372, -18.246211, 3.585167, -9.916035, 0.192955, -2.718408, 1.330738, -14.011429, -69.181610, -653.417664
1733469991.066372, -19.016994, 2.811691, -9.829844, 1.103531, -2.851952, 1.023867, -15.563217, -69.865845, -653.873352
1733469991.076371, -20.332009, 1.265186, -9.221717, 1.658954, -2.586326, 0.576013, -16.379608, -70.568115, -654.001953
1733469991.086372, -20.761170, 0.204555, -8.812757, 1.988869, -1.884683, 0.055447, -16.811981, -71.294968, -653.584961
1733469991.096202, -19.628713, -0.383671, -7.644087, 2.116206, -0.920745, -0.432115, -16.754852, -71.867188, -653.249756
1733469991.106371, -17.655142, -0.620697, -5.510704, 2.088486, -0.090671, -0.827667, -16.784317, -72.511215, -652.687134
1733469991.116372, -15.684714, -0.726939, -3.174562, 1.983512, 0.357317, -1.123817, -16.410385, -72.880951, -651.620972
1733469991.126150, -13.574375, -1.329081, -1.550844, 1.849314, 0.531203, -1.378848, -16.292114, -73.102844, -651.614197
1733469991.136371, -11.394904, -2.097770, -0.549469, 1.716396, 0.549479, -1.600051, -16.378571, -73.359772, -651.156250
1733469991.146377, -9.222315, -3.138050, 0.126144, 1.608811, 0.452705, -1.805627, -15.807068, -73.372879, -650.800354
1733469991.156378, -6.855497, -4.632032, 0.863559, 1.595847, 0.082299, -2.045950, -15.490402, -73.172455, -650.134888
1733469991.166375, -4.531625, -5.379771, 0.803404, 1.642174, -0.424511, -2.187133, -15.390350, -73.079620, -649.353149
1733469991.176367, -2.605340, -6.253804, -0.294487, 1.690912, -0.637069, -2.281330, -15.105881, -73.156631, -648.942444
