SamplingTime, AccelerationX, AccelerationY, AccelerationZ, GyroX, GyroY, GyroZ, MagneticFieldX, MagneticFieldY, MagneticFieldZ
1733469493.985932, -7.951892, -1.824531, -6.171653, 0.072967, -0.222185, -0.068002, , , 
1733469493.995925, -7.751527, -1.809418, -6.352565, 0.131587, -0.294374, -0.116115, -72.261353, -21.346451, -639.232910
1733469494.005932, -7.564929, -1.717840, -6.634632, 0.153543, -0.262605, -0.128357, -72.182068, -21.337143, -639.065918
1733469494.015965, -7.380426, -1.686416, -6.952013, 0.184195, -0.176603, -0.119652, -72.188477, -21.299316, -638.994751
1733469494.025962, -7.287351, -1.731606, -7.273136, 0.250068, -0.089394, -0.094002, -72.187317, -21.522659, -639.274170
1733469494.035662, -7.284508, -1.748216, -7.630321, 0.362035, 0.046531, -0.034038, -72.383743, -21.533798, -638.945801
1733469494.045956, -7.383568, -1.834258, -7.585130, 0.456296, 0.201003, 0.033723, -72.345825, -21.592270, -639.286011
1733469494.055989, -7.599795, -2.159720, -7.126491, 0.486913, 0.334252, 0.089815, -72.442444, -21.714905, -639.192017
1733469494.065949, -7.735815, -2.396147, -6.504896, 0.442500, 0.413755, 0.129162, -72.321930, -21.957748, -638.951965
1733469494.075256, -7.957728, -2.567033, -5.989544, 0.343798, 0.458154, 0.130141, -71.930450, -21.990555, -639.878296
1733469494.085951, -8.067562, -2.605041, -5.735011, 0.229540, 0.449266, 0.099002, -72.070740, -22.101685, -639.313110
1733469494.095940, -8.206575, -2.617012, -5.588665, 0.127606, 0.356528, 0.038736, -71.963943, -21.981293, -640.162964
1733469494.105940, -8.381053, -2.751237, -6.246622, 0.060746, 0.354478, -0.057023, -71.994034, -21.843018, -640.330872
1733469494.115937, -8.691999, -2.773383, -6.894553, 0.063044, 0.315061, -0.142753, -71.863647, -21.989563, -639.825012
1733469494.125945, -9.001899, -2.731335, -7.064092, 0.131741, 0.248178, -0.230787, -71.721771, -22.024429, -640.539307
1733469494.135206, -8.984391, -2.864363, -7.774571, 0.185611, 0.319499, -0.328798, -71.297058, -22.243805, -639.950562
1733469494.145934, -8.609998, -2.746897, -8.082077, 0.234552, 0.446392, -0.349640, -71.539337, -22.293320, -640.845337
1733469494.155930, -8.293814, -2.754080, -8.274810, 0.291168, 0.615654, -0.334061, -71.552368, -22.567825, -640.940613
1733469494.165928, -8.051850, -2.890999, -8.211663, 0.359639, 0.732956, -0.320085, -71.345581, -22.593216, -640.692505
1733469494.175932, -7.845799, -2.955043, -7.969699, 0.454195, 0.755308, -0.306860, -71.160873, -23.148697, -641.687439
1733469494.185935, -7.668927, -3.045873, -7.746140, 0.532300, 0.734883, -0.311105, -71.168686, -23.461502, -641.606689
1733469494.195928, -7.630321, -3.145682, -7.322067, 0.556475, 0.668894, -0.335982, -71.152008, -23.700592, -642.700195
