SamplingTime, AccelerationX, AccelerationY, AccelerationZ, GyroX, GyroY, GyroZ, MagneticFieldX, MagneticFieldY, MagneticFieldZ
1733469367.082528, -4.734085, -1.761085, -7.092972, -0.407446, 0.406572, 0.209770, -65.152786, -20.935822, -648.930908
1733469367.092517, -4.790648, -1.784279, -7.029675, -0.368592, 0.270356, 0.186695, -64.873413, -20.858841, -649.194214
1733469367.102513, -4.851700, -1.816750, -7.090279, -0.307632, 0.093706, 0.136114, -65.115860, -20.666763, -648.699951
1733469367.112546, -4.873397, -1.646911, -7.390601, -0.208402, -0.048072, 0.084405, -64.980545, -20.554794, -649.003906
1733469367.122003, -4.770896, -1.335815, -7.478139, -0.071250, -0.104233, 0.057023, -65.074341, -20.518097, -648.957031
1733469367.132546, -4.503493, -1.013795, -7.174076, 0.039693, -0.101016, 0.075843, -65.026581, -20.490128, -648.984985
1733469367.142551, -4.301483, -0.662745, -6.668001, 0.079163, -0.068637, 0.147248, -64.814774, -20.534256, -648.402710
1733469367.152538, -4.212897, -0.342221, -6.303634, 0.043034, 0.010523, 0.293493, -64.752914, -20.322433, -648.887939
1733469367.162537, -4.222175, -0.304064, -5.893178, -0.072367, 0.215465, 0.468355, -64.619781, -20.154114, -647.936523
1733469367.171761, -4.530727, -0.428712, -5.362413, -0.237373, 0.421395, 0.634437, -64.122284, -19.793533, -648.861755
1733469367.182531, -4.981137, -0.595258, -5.136011, -0.421707, 0.608992, 0.777178, -63.824707, -19.306595, -648.635864
1733469367.192522, -5.371391, -0.956334, -4.687548, -0.610901, 0.733474, 0.862819, -63.618835, -18.776825, -648.035583
1733469367.202540, -5.787833, -1.338658, -4.266018, -0.802297, 0.634160, 0.876479, -63.373627, -18.222733, -648.764771
1733469367.212527, -6.368128, -1.587505, -4.570082, -0.963765, 0.405877, 0.817733, -62.846146, -17.797653, -648.288330
1733469367.222532, -6.995408, -1.637634, -4.984877, -1.089692, 0.194451, 0.702609, -62.338776, -17.114044, -648.558594
1733469367.232528, -7.614609, -1.562815, -5.403264, -1.153654, -0.037474, 0.635421, -62.042679, -16.480576, -648.037598
1733469367.242519, -8.471733, -1.755249, -6.214450, -1.186946, -0.207050, 0.599289, -61.629578, -15.974411, -647.272095
1733469367.252520, -9.164405, -1.672948, -6.698827, -1.179745, -0.161671, 0.531580, -61.372910, -15.457840, -647.474487
1733469367.262546, -9.464279, -1.384597, -6.066458, -1.174447, -0.049792, 0.502625, -61.201630, -15.131195, -646.693909
1733469367.272526, -10.244041, -1.411831, -4.695329, -1.260172, -0.031631, 0.459743, -61.541977, -14.500702, -646.457825
1733469367.282522, -10.876260, -1.763180, -3.477279, -1.428781, -0.215722, 0.329994, -61.717041, -14.013229, -646.388855
1733469367.291768, -10.731111, -1.775899, -2.629133, -1.622453, -0.632118, 0.147360, -61.882828, -13.426865, -645.513672
