SamplingTime, AccelerationX, AccelerationY, AccelerationZ, GyroX, GyroY, GyroZ, MagneticFieldX, MagneticFieldY, MagneticFieldZ
1733469327.041504, -5.402067, -3.320159, -8.024765, 0.115132, 0.082241, 0.038236, -69.760513, -29.796799, -647.501221
1733469327.051343, -5.466860, -3.396325, -7.844602, 0.199549, -0.004934, 0.008099, -69.695572, -29.793045, -646.712646
1733469327.061492, -5.492299, -3.573945, -7.669526, 0.252472, -0.056884, -0.023241, -69.676346, -29.864212, -647.579590
1733469327.071520, -5.497835, -3.614197, -7.445668, 0.266563, -0.078337, -0.051168, -69.782883, -29.973511, -647.395813
1733469327.081517, -5.433491, -3.602076, -7.166893, 0.237605, -0.083279, -0.062333, -69.392944, -30.186127, -647.812256
1733469327.091519, -5.317971, -3.638289, -6.978799, 0.175920, -0.071709, -0.059971, -69.648575, -30.355255, -647.915344
1733469327.101404, -5.279364, -3.708469, -6.939294, 0.105636, -0.032002, -0.049432, -69.502014, -30.436615, -647.229065
1733469327.111518, -5.292532, -3.775207, -7.014861, 0.040291, 0.031001, -0.039536, -69.801971, -30.477249, -647.841797
1733469327.121512, -5.281908, -3.768025, -7.079056, -0.020621, 0.092026, -0.032729, -69.638535, -30.471954, -647.018677
1733469327.131514, -5.258265, -3.778200, -7.200861, -0.059623, 0.136132, -0.030977, -69.698334, -30.555420, -647.841187
1733469327.141525, -5.229834, -3.755305, -7.296479, -0.076757, 0.151510, -0.029956, -69.361130, -30.520157, -647.751099
1733469327.151381, -5.209783, -3.663428, -7.320272, -0.084904, 0.120962, -0.027691, -69.308090, -30.450333, -647.770752
1733469327.161511, -5.139902, -3.624672, -7.386262, -0.076204, 0.067332, -0.021810, -69.609711, -30.455597, -648.167175
1733469327.171512, -5.166986, -3.636493, -7.527669, -0.063561, 0.004646, -0.023387, -69.633759, -30.439926, -647.595398
1733469327.181508, -5.258116, -3.655647, -7.717260, -0.032932, -0.029736, -0.036580, -69.685486, -30.392410, -648.091797
1733469327.191500, -5.306149, -3.533093, -7.952341, 0.023981, -0.048564, -0.053916, -69.348190, -30.481186, -648.022705
1733469327.201401, -5.297620, -3.454534, -8.000075, 0.085381, -0.069544, -0.068534, -69.256836, -30.493973, -647.498291
1733469327.211506, -5.208586, -3.446753, -8.010849, 0.136547, -0.098551, -0.071938, -69.762024, -30.443115, -648.034424
1733469327.221516, -5.130625, -3.397522, -8.034193, 0.182758, -0.097458, -0.063175, -69.807190, -30.515411, -647.085327
1733469327.231508, -5.109526, -3.366248, -8.102577, 0.228308, -0.059882, -0.042903, -69.714340, -30.579788, -647.733093
1733469327.241502, -5.070620, -3.425504, -8.084321, 0.253492, -0.000791, -0.023103, -69.513397, -30.747055, -647.287415
1733469327.251407, -5.074810, -3.472041, -7.970896, 0.258534, 0.078787, -0.006028, -69.652344, -30.784485, -647.717773
1733469327.261246, -5.104438, -3.494188, -7.933187, 0.246991, 0.195886, 0.003558, -69.570374, -31.019135, -647.446228
1733469327.271506, -5.116559, -3.528006, -7.968502, 0.240697, 0.333195, 0.010921, -69.377151, -31.043716, -648.349609
1733469327.281509, -5.000440, -3.509151, -7.892336, 0.239877, 0.425675, 0.013892, -69.389557, -31.314651, -648.553223
1733469327.291502, -4.814440, -3.520674, -7.718457, 0.248982, 0.480448, 0.016374, -69.138962, -31.373184, -648.730164
1733469327.301417, -4.618565, -3.409343, -7.626280, 0.269713, 0.546797, 0.026741, -69.129807, -31.443176, -648.221924
1733469327.311251, -4.358943, -3.338864, -7.640346, 0.302894, 0.639235, 0.057252, -68.886169, -31.459854, -648.942383
1733469327.321502, -3.889979, -3.260454, -7.590218, 0.341220, 0.737337, 0.130933, -68.572678, -31.707855, -648.656128
1733469327.331505, -3.343503, -3.137452, -7.350049, 0.389504, 0.811542, 0.250007, -68.209106, -31.758743, -649.570251
1733469327.341498, -2.734777, -2.986767, -7.191284, 0.469633, 0.872289, 0.436680, -67.675186, -31.672531, -650.099609
1733469327.351502, -2.040608, -2.864064, -6.745065, 0.595499, 0.911603, 0.709123, -67.510696, -31.623245, -649.726257
1733469327.361495, -1.613393, -2.551920, -6.504597, 0.708886, 1.080674, 0.981546, -67.092636, -31.486282, -650.269165
1733469327.371506, -1.025018, -2.230498, -5.795764, 0.758770, 1.216842, 1.311223, -66.472046, -31.380981, -650.157227
1733469327.381488, -0.339977, -1.877952, -4.624550, 0.765495, 1.251064, 1.710859, -65.949249, -30.990631, -651.305603
1733469327.391491, -0.065242, -1.142034, -3.470096, 0.756875, 1.209895, 2.158535, -65.199356, -30.533905, -651.925049
1733469327.401494, -0.577601, -0.498144, -2.347515, 0.702309, 1.148267, 2.534443, -64.799057, -29.998993, -651.764343
1733469327.411490, -1.661426, -0.560842, -0.900369, 0.479067, 1.005393, 2.724381, -64.231293, -29.385406, -652.630493
1733469327.421493, -2.335693, -0.594211, 0.810737, 0.057796, 0.711994, 2.818329, -63.579773, -28.467484, -652.056763
1733469327.431515, -2.707393, -0.011971, 2.279729, -0.455633, 0.291717, 2.888293, -63.104187, -27.315613, -652.559692
1733469327.441240, -3.032705, 0.423774, 2.768296, -0.978128, -0.035869, 2.951091, -62.554794, -25.915405, -652.572144
1733469327.451492, -3.150769, 0.942268, 2.610428, -1.466077, -0.220071, 3.072486, -61.907333, -24.495148, -651.767090
1733469327.461501, -2.858228, 1.828721, 2.287510, -1.905547, -0.305702, 3.313156, -61.488510, -22.699326, -651.734924
1733469327.471492, -3.016993, 2.562694, 2.504933, -2.340460, -0.361601, 3.600608, -60.882660, -20.826050, -651.020386
1733469327.481498, -3.993977, 2.639009, 3.282750, -2.858494, -0.421280, 3.798779, -59.904572, -18.586197, -649.839050
1733469327.491496, -5.242105, 2.758719, 3.998915, -3.459510, -0.551734, 3.955864, -59.188660, -16.171310, -649.355103
1733469327.501499, -6.906524, 3.373729, 4.369717, -4.042542, -0.776112, 4.069540, -58.239166, -13.622467, -647.337036
1733469327.511552, -9.226505, 3.440767, 4.080917, -4.558054, -1.002642, 4.031380, -57.595596, -10.972076, -646.510742
1733469327.521510, -12.096255, 2.995745, 2.791789, -5.003529, -1.080306, 3.809119, -56.500595, -8.503281, -644.100952
1733469327.530799, -15.305233, 2.161066, 0.686238, -5.407392, -0.924225, 3.364091, -55.368408, -6.116425, -642.274109
1733469327.541516, -19.038991, 1.178396, -1.693748, -5.783129, -0.742530, 2.605665, -55.320572, -3.847031, -640.479187
1733469327.551508, -22.761974, 0.077213, -4.668843, -5.916935, -0.604364, 1.535217, -54.594513, -2.255753, -637.754272
1733469327.561297, -25.017761, -0.884209, -8.310274, -5.581301, -0.474891, 0.396384, -54.457275, -1.180634, -635.819702
1733469327.571499, -25.546730, -0.131831, -10.704775, -4.977899, -0.608276, -0.635951, -54.776031, -0.450821, -633.312500
1733469327.581542, -25.321376, 1.839495, -10.853664, -4.402784, -1.107388, -1.451504, -55.209442, -0.058212, -630.852783
1733469327.591487, -24.467544, 4.466682, -10.558729, -4.024485, -1.698569, -1.993255, -56.224884, 0.268768, -628.865662
1733469327.601504, -24.161984, 6.527192, -10.846631, -3.873354, -2.118149, -2.384972, -57.423584, 0.251434, -626.248230
1733469327.611507, -24.596083, 7.908796, -11.855338, -3.925731, -2.231890, -2.759959, -58.746445, -0.022888, -624.761353
1733469327.621492, -25.190144, 9.272893, -13.636325, -4.076629, -1.999150, -3.138726, -60.131790, -0.676239, -622.998779
1733469327.631487, -25.203462, 10.461464, -15.612739, -4.212778, -1.593728, -3.515984, -61.784500, -1.534149, -620.183899
1733469327.641505, -24.556878, 11.407623, -17.684022, -4.191365, -1.130674, -3.858621, -63.425415, -2.410690, -619.066528
1733469327.651492, -23.494899, 12.493244, -19.747375, -3.958732, -0.690121, -4.159067, -65.008667, -3.708252, -617.708313
1733469327.661507, -22.076185, 13.135039, -21.515344, -3.554032, -0.223310, -4.418424, -66.758850, -5.271957, -616.099365
1733469327.671488, -20.478355, 13.251457, -22.960843, -3.016384, 0.301192, -4.622445, -68.736572, -6.955353, -615.958984
1733469327.681255, -18.752884, 13.382540, -23.802554, -2.351204, 0.843324, -4.762387, -70.450714, -8.771118, -615.517578
1733469327.691498, -16.717962, 13.434314, -23.929297, -1.640473, 1.286256, -4.867363, -72.049225, -10.697098, -616.394165
1733469327.701495, -14.703989, 13.651139, -22.943485, -0.971867, 1.533926, -4.933249, -73.795990, -12.820511, -616.722961
1733469327.711494, -12.897415, 14.041095, -21.627422, -0.375914, 1.714823, -4.944979, -75.039429, -15.147141, -617.494141
1733469327.721475, -11.155932, 14.231584, -20.398299, 0.138665, 1.864321, -4.896937, -76.277740, -17.347565, -619.220337
1733469327.731547, -9.605836, 14.244452, -19.091065, 0.587614, 1.993824, -4.803289, -77.528015, -19.318329, -620.250305
1733469327.741489, -8.206126, 14.066833, -17.918504, 0.992532, 2.124708, -4.661627, -78.618637, -21.579483, -621.554688
1733469327.751483, -6.816142, 13.674483, -16.588974, 1.342264, 2.199019, -4.465059, -79.419861, -24.091583, -622.468689
1733469327.761338, -5.650316, 13.159580, -15.343990, 1.672304, 2.256522, -4.241523, -79.814621, -26.006561, -624.390564
1733469327.771483, -4.881777, 12.519280, -14.536246, 1.992230, 2.383610, -4.030977, -80.277420, -28.174118, -625.998657
1733469327.781474, -4.282479, 11.914595, -13.838785, 2.300387, 2.563782, -3.826844, -80.699982, -30.120483, -627.144653
1733469327.791468, -3.582474, 11.519103, -12.749573, 2.584930, 2.676093, -3.621258, -80.931061, -32.387177, -628.037415
1733469327.801476, -2.851793, 11.191247, -11.373954, 2.862288, 2.642112, -3.413736, -80.701401, -34.674957, -630.355652
1733469327.811483, -2.053028, 10.727819, -10.055348, 3.115738, 2.524494, -3.218076, -80.716187, -36.727402, -631.692078
1733469327.821477, -1.373524, 10.233716, -8.822483, 3.311619, 2.347608, -3.019096, -80.726746, -38.595795, -632.576721
1733469327.830579, -0.696563, 9.755025, -7.718906, 3.455616, 2.221348, -2.784184, -80.726746, -38.595795, -632.576721
1733469327.841487, 0.054767, 9.199121, -6.984186, 3.549230, 2.200344, -2.513366, -79.819962, -42.507553, -634.577698
1733469327.851487, 0.786645, 8.613140, -6.224625, 3.598049, 2.238333, -2.203771, -79.255936, -44.212738, -635.919800
1733469327.861473, 1.399860, 8.218995, -5.479879, 3.610471, 2.371226, -1.839172, -78.817184, -45.598816, -636.817078
1733469327.871472, 2.107795, 7.882161, -4.956446, 3.569673, 2.615584, -1.424280, -78.296997, -46.929810, -637.635437
1733469327.881472, 2.810643, 7.378032, -4.126107, 3.461820, 2.858091, -0.954799, -77.382965, -48.099960, -638.695007
1733469327.890677, 3.367744, 6.617873, -3.125481, 3.282703, 3.071009, -0.457278, -77.382965, -48.099960, -638.695007
