SamplingTime, AccelerationX, AccelerationY, AccelerationZ, GyroX, GyroY, GyroZ, MagneticFieldX, MagneticFieldY, MagneticFieldZ
1733468294.412572, 2.556858, -10.096199, -0.198419, -0.053917, -0.034306, -0.003531, , , 
1733468294.422558, 2.757522, -10.118195, -0.356586, 0.057545, -0.296669, 0.048403, -44.565262, -82.097321, -643.834717
1733468294.432567, 2.549226, -10.207380, -0.591966, 0.148430, -0.481481, 0.043235, -44.523422, -82.036804, -643.863586
1733468294.442607, 1.780837, -10.661979, -0.569072, 0.178283, -0.683151, 0.017968, -44.708939, -82.191833, -643.821655
1733468294.452594, 1.613991, -10.933720, 0.183755, 0.252725, -0.938287, 0.024772, -44.861023, -82.249420, -643.389404
1733468294.462600, 0.947356, -11.335348, -0.220566, 0.424005, -1.330386, 0.001842, -44.969498, -82.650848, -643.628479
1733468294.472571, -0.019303, -11.961880, -0.301220, 0.699248, -1.743018, -0.074277, -45.702438, -82.540970, -642.780884
1733468294.482598, -0.531213, -12.038196, -0.592116, 0.921036, -1.963235, -0.162816, -46.084976, -82.789825, -642.238281
1733468294.492580, -1.092504, -12.053908, -0.579846, 1.016195, -1.975847, -0.275344, -46.258911, -83.329636, -641.033020
1733468294.502582, -1.380407, -12.200103, -0.303465, 0.955197, -1.795133, -0.390948, -46.674057, -83.351471, -641.391541
1733468294.512578, -1.425149, -12.068871, 0.471209, 0.791308, -1.650840, -0.483045, -46.651154, -83.738770, -640.184021
1733468294.522567, -1.384896, -11.904120, 1.419163, 0.557784, -1.581343, -0.574444, -46.914932, -84.036682, -640.303894
1733468294.532568, -1.502212, -11.784709, 1.642871, 0.310414, -1.484482, -0.702296, -46.714264, -84.201614, -639.992065
1733468294.542561, -1.521066, -11.517157, 1.391480, 0.114204, -1.402381, -0.832321, -47.015930, -84.390747, -639.129517
1733468294.552572, -1.225831, -11.128249, 1.105672, -0.009962, -1.397934, -0.945937, -46.657806, -84.448959, -639.952881
1733468294.562564, -0.891840, -10.883592, 0.862362, -0.041151, -1.519668, -1.061196, -46.678955, -84.754013, -639.105896
1733468294.572571, -0.576254, -10.857854, 0.567875, 0.018166, -1.725815, -1.169225, -46.505875, -84.778610, -639.417175
1733468294.582574, -0.350302, -10.785430, 0.287005, 0.156667, -2.031096, -1.265742, -46.414108, -84.817200, -639.528320
1733468294.592563, -0.389656, -10.714501, 0.321422, 0.327652, -2.408704, -1.411325, -46.324966, -85.308029, -638.664062
1733468294.602570, -0.280720, -10.863989, 0.733524, 0.471699, -2.889347, -1.576199, -46.121979, -85.263184, -638.969421
1733468294.612571, -0.012719, -10.835409, 1.248875, 0.558568, -3.389975, -1.740685, -46.100998, -85.820084, -638.189270
1733468294.622571, 0.198270, -10.698490, 1.332672, 0.567043, -3.789865, -1.895352, -46.029160, -85.995117, -637.720825
1733468294.632339, 0.469413, -10.450840, 1.083077, 0.518019, -4.061491, -2.016745, -45.957413, -86.183472, -636.613281
1733468294.642565, 0.750582, -10.394576, 0.661847, 0.409076, -4.184735, -2.137116, -45.593475, -86.529434, -636.779053
1733468294.652569, 1.105972, -10.370185, 0.184054, 0.247613, -4.178710, -2.234074, -45.212433, -86.630539, -636.150513
1733468294.662564, 1.547552, -10.000131, -0.199766, 0.068435, -4.103822, -2.298848, -44.910339, -86.973495, -635.483582
1733468294.672565, 2.047342, -9.615862, -0.525976, -0.102021, -4.001134, -2.340013, -44.668488, -87.125046, -635.211731
1733468294.682575, 2.576760, -9.404723, -0.810587, -0.270474, -3.901881, -2.355428, -44.120239, -87.165649, -635.632019
