SamplingTime, AccelerationX, AccelerationY, AccelerationZ, GyroX, GyroY, GyroZ, MagneticFieldX, MagneticFieldY, MagneticFieldZ
1733468028.843460, 1.012747, -8.388834, -3.917961, -0.365353, -0.729258, -0.115282, -36.938766, -59.181625, -662.340698
1733468028.853492, 1.024868, -8.361300, -4.412065, -0.382441, -0.699410, -0.137739, -37.235260, -59.168427, -661.750854
1733468028.863377, 1.142333, -8.212261, -4.717475, -0.421101, -0.533907, -0.098087, -37.369080, -58.803879, -662.429932
1733468028.873462, 1.288230, -7.886949, -4.979790, -0.529451, -0.241862, -0.031269, -37.350174, -58.343246, -662.780151
1733468028.883462, 1.311574, -8.070405, -4.844517, -0.822399, 0.262104, 0.070173, -36.928192, -57.873489, -661.737427
1733468028.892532, 0.919224, -8.248623, -4.620510, -1.228662, 0.849274, 0.180854, -36.863464, -57.487076, -662.921692
1733468028.903463, 0.412102, -8.643068, -4.547337, -1.538796, 1.180042, 0.178502, -36.848465, -56.871231, -662.694397
1733468028.912681, 0.110732, -9.436895, -4.399346, -1.653652, 0.913320, -0.000220, -36.760056, -56.091827, -663.756592
1733468028.922725, 0.098761, -9.419837, -4.680814, -1.463744, 0.227355, -0.316841, -36.703278, -55.426392, -663.755127
1733468028.932787, 0.080355, -8.923788, -5.557092, -1.109314, -0.393266, -0.644798, -36.323685, -54.927002, -663.385986
1733468028.942626, 0.103998, -8.310873, -7.287501, -0.701187, -0.512017, -0.820983, -36.185669, -54.526047, -663.936462
1733468028.953455, 0.072574, -7.626580, -8.460211, -0.346260, -0.288699, -0.838318, -36.304001, -54.362579, -663.461548
1733468028.963492, 0.044742, -7.312939, -8.233809, -0.134211, 0.057249, -0.844065, -36.232178, -54.341492, -664.023926
1733468028.973463, 0.070030, -7.671172, -7.519140, -0.061729, 0.290469, -0.947351, -35.585144, -54.212814, -663.648682
1733468028.983455, 0.351199, -8.129212, -6.658424, -0.013897, 0.263791, -1.095295, -35.171097, -54.358704, -663.365356
1733468028.993459, 0.770783, -7.744195, -6.432921, 0.092099, 0.160348, -1.109594, -34.247467, -54.176544, -663.490906
1733468029.003456, 1.690157, -6.552780, -6.511929, 0.216782, 0.009811, -0.772242, -34.327164, -54.408539, -662.811035
1733468029.012772, 2.697966, -4.912004, -5.788282, 0.257464, -0.241623, -0.154203, -34.692535, -54.337616, -663.323608
1733468029.023450, 3.048866, -5.448754, -6.134244, 0.287468, -0.174290, 0.335644, -35.225037, -54.690323, -663.313354
1733468029.033456, 3.126528, -5.091270, -6.987328, 0.376935, 0.069051, 0.661336, -35.475311, -54.912109, -663.664917
1733468029.043453, 1.660528, -5.024831, -5.353734, 0.504761, -0.131165, 0.805271, -36.072479, -55.487946, -663.394348
1733468029.053449, 0.550816, -5.142296, -3.941305, 0.611415, -0.687081, 0.774548, -36.583618, -55.826065, -663.623657
1733468029.062795, 0.263512, -5.944354, -3.699939, 0.734280, -1.413342, 0.629057, -37.671005, -56.312897, -663.855103
1733468029.073443, 0.063746, -7.358429, -3.787028, 0.840598, -2.226940, 0.356416, -39.571487, -56.840958, -664.002258
1733468029.083296, -0.214880, -9.148245, -3.908235, 0.917568, -3.084839, -0.110547, -41.543625, -57.332733, -663.317200
1733468029.093446, -0.516100, -11.749994, -4.732439, 0.980246, -3.865232, -0.826509, -42.910507, -57.715530, -663.740723
1733468029.103447, 0.381576, -14.424167, -6.915203, 1.086157, -4.174304, -1.530349, -43.655411, -58.283295, -662.769897
